NBHD_NAME,TTL_POPULATION_ALL,HISPANIC_OR_LATINO,WHITE,BLACK,NATIVE_AMERICAN,ASIAN,HAWAIIAN_PI,OTHER_RACE,TWO_OR_MORE,PCT_HISPANIC,PCT_WHITE,PCT_BLACK,PCT_NATIVEAM,PCT_ASIAN,PCT_HAWAIIANPI,PCT_OTHERRACE,PCT_TWOORMORE_RACES,MALE,FEMALE,AGE_LESS_5,AGE_5_TO_9,AGE_10_TO_14,AGE_15_TO_17,AGE_0_TO_9,AGE_10_TO_19,AGE_20_TO_29,AGE_30_TO_39,AGE_40_TO_49,AGE_50_TO_59,AGE_60_TO_69,AGE_70_TO_79,AGE_80_PLUS,AGELESS18,AGE65PLUS,PCT_AGELESS18,PCT_AGE65PLUS,MEDIAN_AGE_ALL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,TTL_AGE_3_PLUS_ENRSTATUS,ENROLLED_IN_SCHOOL,NURSERY_OR_PRESCHOOL,KINDERGARTEN,GRADES_1_TO_4,GRADES_5_TO_8,GRADES_9_TO_12,COLLEGE_UNDERGRADUATE,GRADUATE_SCHOOL,NOT_ENROLLED,TOTAL_COMMUTERS,COMMUTE_LESS_15,COMMUTE_15_TO_30,COMMUTE_30_TO_45,COMMUTE_45_TO_60,COMMUTE_60_TO_PLUS,TTLPOP_25PLUS_EDU,LESS_THAN_HS_DIPLOMA_EDU,HSGRAD_OR_EQUIV_EDU,SOMECOLLEGE_OR_AA_EDU,BACHELORS_OR_HIGHER_EDU,TTLPOP_5PLUS_LNG,ONLY_ENGLISH_LNG,SPANISH_LNG,TTL_HOUSING_UNITS,OCCUPIED_HU,VACANT_HU,OWNER_OCCUPIED_HU,RENTER_OCCUPIED_HU,TTL_HOUSEHOLDS,FAMILY_HOUSEHOLDS,MARRIED_COUPLE_FAMILY,OTHER_FAMILY,MALE_HHLDR_NO_WIFE_PRESENT,FEMALE_HHLDR_NO_HSBND_PRESENT,NONFAMILY_HOUSEHOLD,HOUSEHOLDER_ALONE,HOUSEHOLDER_NOT_ALONE,HH_INC_LESS_10000,HH_INC_10000_14999,HH_INC_15000_19999,HH_INC_20000_24999,HH_INC_25000_29999,HH_INC_30000_34999,HH_INC_35000_39999,HH_INC_40000_44999,HH_INC_45000_49999,HH_INC_50000_59999,HH_INC_60000_74999,HH_INC_75000_99999,HH_INC_100000_124999,HH_INC_125000_149999,HH_INC_150000_199999,HH_INC_OVER_200000,MED_HH_INCOME,MED_FAMILY_INCOME,PER_CAPITA_INCOME,AVG_HH_INCOME,AVG_FAM_INCOME,MEDIAN_EARNINGS,MEDIAN_EARN_MALE,MEDIAN_EARN_FEMALE,MEDEARN_LESSHS,MEDEARN_HIGHSCHOOL,MEDEARN_SOMECOLLEGE,MEDEARN_BACHELORS,MEDEARN_GRAD_PROFESSIONAL,MED_YR_STRUCTURE_BUILT,BUILT_2014_OR_LATER,BUILT_2010_2013,BUILT_2000_2009,BUILT_1990_1999,BUILT_1980_1989,BUILT_1970_1979,BUILT_1960_1969,BUILT_1950_1959,BUILT_1940_1949,BUILT_1939_OR_EARLIER,MED_CONTRACT_RENT,MED_GROSS_RENT,MEDIAN_HOME_VALUE,NATIVE,FOREIGN_BORN_FB,EUROPEAN_FB,NORTHERN_EUROPE_FB,WESTERN_EUROPE_FB,SOUTHERN_EUROPE_FB,EASTERN_EUROPE_FB,ASIA_FB,EASTERN_ASIA_FB,SOUTH_CENTRAL_ASIA_FB,SOUTH_EASTERN_ASIA_FB,WESTERN_ASIA_FB,AFRICA_FB,EASTERN_AFRICA_FB,MIDDLE_AFRICA_FB,SOUTHERN_AFRICA_FB,WESTERN_AFRICA_FB,OCEANIA_FB,AMERICAS_FB,LATIN_AMERICA_FB,CARRIBEAN_FB,CENTRAL_AMERICA_FB,SOUTH_AMERICA_FB,NORTH_AMERICA_FB,PCT_POVERTY,PCT_FAM_POVERTY
West Highland,9030.0,1105.0,7492.0,104.0,26.0,151.0,29.0,0.0,123.0,12.21213519,83.00542858,1.14331143,0.28328612,1.67537637,0.32650304,0.0,1.35395927,4353.0,4677.0,657.0,415.0,183.0,191.0,1072.0,438.0,1212.0,2325.0,1443.0,861.0,828.0,645.0,206.0,1446.0,1501.0,16.0125083,16.60486839,37.55,38.1,36.7,8547,1279,154,134,245,140,236,233,137,7268,4934.0,719.0,2328.0,1374.0,379.0,134.0,7254.0,196.0,914.0,1354.0,4790.0,8373.0,7755.0,427.0,4669,4291,378,2915,1376,4291,1951,1533,418,112,306,2340,1719,621,93,95,67,107,162,180,79,226,137,304,341,506,338,407,535,714,93397,135598,67028,93397,135598,66066,77320,60872,36471,40455,41846,68487,85838,976.0,142,95,434,280,109,164,131,431,417,2466,1159,1240,462500,8675,355,117,89,12,7,9,118,112,0,0,6,3,0,0,0,3,0,117,58,3,34,21,59,7.8,4.94134712
Sloan Lake,8002.0,1906.0,5455.0,332.0,37.0,133.0,3.0,0.0,136.0,20.51610327,71.89524961,4.46265396,0.316564,1.47403704,0.0695088,0.0,1.26588331,4063.0,3939.0,559.0,343.0,301.0,172.0,902.0,618.0,935.0,2046.0,1359.0,717.0,721.0,459.0,245.0,1375.0,1326.0,17.62434353,15.77295598,37.35,36.45,38.15,7618,1396,169,78,271,168,279,219,212,6222,4216.0,552.0,1916.0,1033.0,474.0,241.0,6203.0,595.0,599.0,1292.0,3717.0,7443.0,6524.0,769.0,3933,3732,201,2178,1554,3732,1773,1241,532,120,412,1959,1371,588,380,259,157,104,73,64,127,91,103,182,217,456,277,286,453,503,92377,116555,57840,92377,116555,61216,67606,55525,25893,25813,48722,63047,75440,1950.0,107,95,113,156,201,502,205,583,678,1293,1194,1274,539350,7512,490,78,51,14,0,13,114,45,0,65,4,0,0,0,0,0,0,298,291,2,289,0,7,11.15,10.2670503
Berkeley,9302.0,2299.0,6518.0,67.0,14.0,138.0,0.0,35.0,231.0,23.97581184,69.92276727,0.95360157,0.20576132,1.38106199,0.0,0.51440329,3.04659273,4330.0,4972.0,675.0,267.0,237.0,272.0,942.0,543.0,979.0,2241.0,1582.0,1198.0,1204.0,342.0,271.0,1451.0,1361.0,15.35193655,14.46477147,39.45,41.35,38.0,8785,1598,129,39,241,206,288,365,330,7187,4863.0,849.0,2164.0,1226.0,507.0,117.0,7618.0,742.0,998.0,1336.0,4542.0,8627.0,7203.0,1233.0,4602,4469,133,3082,1387,4469,2242,1743,499,116,383,2227,1629,598,357,103,134,149,141,230,205,118,103,294,322,470,364,352,603,524,79986,114185,51299,79986,114185,59498,62452,57344,35966,28338,48784,68756,71222,970.5,240,108,395,73,92,198,80,546,425,2445,1207,1330,453700,8594,708,89,16,13,28,32,99,57,0,27,15,5,5,0,0,0,15,500,476,0,476,0,24,8.55,5.84382257
Villa Park,9519.0,6567.0,2559.0,219.0,106.0,39.0,0.0,0.0,29.0,68.93025385,27.24842969,2.07543594,1.10145292,0.36959818,0.0,0.0,0.27482942,4985.0,4534.0,805.0,881.0,632.0,234.0,1686.0,1045.0,1512.0,1591.0,1337.0,1037.0,743.0,332.0,236.0,2552.0,1001.0,26.34917843,10.48308037,32.8,33.55,32.5,9010,2450,211,191,721,462,364,393,108,6560,4134.0,773.0,1392.0,1255.0,330.0,384.0,6288.0,2350.0,1531.0,1240.0,1167.0,8714.0,4118.0,4355.0,3328,3145,183,1468,1677,3145,1991,1267,724,292,432,1154,839,315,348,329,196,250,214,170,85,122,87,208,401,219,182,144,125,65,43376,47229,23356,43376,47229,29266,35061,23430,27160,33492,25428,52982,38664,1955.5,0,60,238,135,52,468,434,919,443,579,1014,1091,224300,7104,2415,68,10,0,0,58,48,0,48,0,0,77,0,0,0,0,0,2222,2222,9,2194,19,0,23.0,19.04029127
Clayton,4624.0,2258.0,1304.0,784.0,31.0,82.0,12.0,10.0,143.0,48.83217993,28.20069204,16.9550173,0.67041522,1.7733564,0.25951557,0.21626298,3.09256055,2300.0,2324.0,294.0,433.0,223.0,283.0,727.0,627.0,681.0,981.0,579.0,461.0,349.0,149.0,70.0,1233.0,415.0,26.66522491,8.97491349,32.6,32.5,32.7,4519,1233,22,83,337,165,413,101,112,3286,2065.0,408.0,961.0,349.0,183.0,164.0,2920.0,948.0,329.0,671.0,972.0,4330.0,2313.0,1945.0,1857,1697,160,877,820,1697,972,573,399,117,282,725,482,243,189,36,134,53,167,51,70,80,147,145,92,155,157,62,85,74,46679,46129,29311,46679,46129,37184,42168,30219,26114,21331,37228,51444,56111,1950.0,51,11,38,73,148,46,110,475,255,650,891,1018,314800,3662,962,10,0,10,0,0,53,0,43,10,0,0,0,0,0,0,0,899,895,0,856,39,4,22.0,21.91358025
Gateway - Green Valley Ranch,37183.0,14507.0,9277.0,10345.0,147.0,1873.0,12.0,40.0,982.0,39.27877476,25.25649937,27.5415589,0.35318527,4.7805644,0.03075346,0.11199597,2.64666788,17974.0,19209.0,2999.0,3342.0,3248.0,1732.0,6341.0,5611.0,5273.0,7108.0,5460.0,4169.0,2075.0,872.0,274.0,11321.0,2729.0,30.61429799,7.32124672,31.9,32.075,31.75,35371,11443,583,588,2712,2683,2127,2228,522,23928,18451.0,2351.0,6639.0,5154.0,2587.0,1720.0,22897.0,3926.0,5959.0,7138.0,5874.0,34184.0,19010.0,10872.0,12096,11555,541,8408,3147,11555,8617,6307,2310,788,1522,2938,2228,710,258,179,131,204,323,523,558,529,591,1282,1531,2123,1592,808,593,330,70934,74538,26128,70934,74538,40280,44160,35032,35194,34347,43340,44371,55024,2002.75,629,1083,6594,2188,1242,200,18,26,66,50,1444,1681,263775,27262,9921,293,124,100,0,69,1956,276,344,1068,268,1682,1154,15,16,340,0,5990,5930,323,4921,686,60,7.675,5.72660106
Indian Creek,3918.0,667.0,2667.0,196.0,8.0,113.0,0.0,0.0,267.0,17.02399183,68.0704441,5.00255232,0.20418581,2.88412455,0.0,0.0,6.81470138,1768.0,2150.0,362.0,129.0,105.0,28.0,491.0,133.0,675.0,835.0,396.0,501.0,562.0,220.0,105.0,624.0,672.0,15.92649311,17.15160796,37.4,35.5,40.4,3660,606,94,8,71,78,47,169,139,3054,2209.0,280.0,1129.0,585.0,85.0,130.0,3091.0,135.0,391.0,891.0,1674.0,3556.0,2955.0,294.0,2036,1969,67,1337,632,1969,874,523,351,96,255,1095,843,252,84,21,69,46,23,50,101,50,116,205,373,368,194,46,129,94,68773,76364,42476,68773,76364,48987,50750,46820,None,31929,40773,60019,57404,1984.0,13,0,0,265,1331,397,14,8,8,0,1365,1481,257300,3485,433,116,14,26,0,76,80,54,0,26,0,41,0,0,0,0,0,196,196,0,101,95,0,6.3,3.08924485
Five Points,17687.0,3236.0,10830.0,2167.0,67.0,298.0,0.0,0.0,1089.0,18.15098421,60.40031008,13.34356609,0.36972722,1.18664876,0.0,0.0,6.54876363,9636.0,8051.0,811.0,574.0,283.0,171.0,1385.0,503.0,6355.0,4350.0,1809.0,1811.0,968.0,339.0,167.0,1839.0,1185.0,12.63699285,9.69124594,32.76666667,33.36666667,32.23333333,17147,2830,361,174,196,219,223,1201,456,14317,10321.0,3237.0,3681.0,2226.0,713.0,464.0,13868.0,1196.0,1446.0,3408.0,7818.0,16876.0,14589.0,1666.0,9661,8747,914,2139,6608,8747,2482,1423,1059,293,766,6265,3990,2275,925,329,204,365,281,275,72,341,152,747,785,1158,838,977,710,588,67795,93629,48538,67795,93629,50526,55347,45706,28562,43230,32897,63004,67811,1330.66666667,1304,1233,3249,436,548,130,275,249,14,2223,1163,1245,442867,16299,1388,212,76,58,0,78,240,173,4,63,0,42,15,0,0,27,3,891,813,0,765,48,78,18.26666667,13.87126274
Northeast Park Hill,10000.0,2832.0,2495.0,3806.0,68.0,91.0,0.0,17.0,691.0,28.30158749,25.01081562,37.84713126,0.70381631,0.92082968,0.0,0.17138748,7.04443216,4762.0,5238.0,742.0,733.0,810.0,396.0,1475.0,1414.0,1346.0,2060.0,1206.0,929.0,817.0,452.0,301.0,2681.0,1273.0,26.85447787,12.70160111,33.3,31.55,35.85,9541,2700,234,157,528,693,530,468,90,6841,4127.0,814.0,1704.0,1002.0,317.0,290.0,6604.0,1139.0,2041.0,1775.0,1649.0,9258.0,6758.0,2180.0,3642,3524,118,1475,2049,3524,1939,880,1059,159,900,1585,1236,349,320,244,213,124,247,189,308,155,129,305,425,351,129,120,199,66,44626,53570,24152,44626,53570,30738,28196,33118,23692,26089,26076,49422,56723,1963.0,113,329,326,127,56,168,234,2123,84,82,1110,1274,292700,8820,1180,67,41,0,0,26,24,10,14,0,0,139,0,0,0,35,0,950,950,27,911,12,0,22.4,19.87217699
Regis,4945.0,1477.0,3224.0,83.0,0.0,73.0,0.0,0.0,88.0,29.8685541,65.19716886,1.67846309,0.0,1.47623862,0.0,0.0,1.77957533,2247.0,2698.0,183.0,267.0,325.0,97.0,450.0,1038.0,753.0,802.0,673.0,469.0,342.0,266.0,152.0,872.0,728.0,17.63397371,14.72194135,33.2,32.1,34.6,4795,1841,45,80,195,231,193,998,99,2954,2222.0,513.0,909.0,602.0,131.0,67.0,3076.0,308.0,606.0,775.0,1387.0,4762.0,4258.0,433.0,1762,1706,56,1178,528,1706,964,605,359,83,276,742,507,235,64,72,101,31,30,93,44,96,47,140,179,348,152,67,187,55,70208,81530,29134,70208,81530,47798,53246,42792,None,36360,40045,53810,66450,0.0,10,7,20,24,26,77,168,306,151,973,1024,1243,356700,4737,208,59,17,10,18,14,35,27,6,2,0,0,0,0,0,0,25,89,68,0,68,0,21,14.0,10.37344398
Lincoln Park,6537.0,3031.0,2509.0,725.0,10.0,151.0,0.0,19.0,92.0,46.67116222,37.84306451,11.39062377,0.14463408,2.32560324,0.0,0.27480474,1.35010744,3342.0,3195.0,294.0,406.0,365.0,149.0,700.0,598.0,1620.0,1399.0,717.0,613.0,510.0,273.0,107.0,1214.0,665.0,18.8987383,10.151044,32.05,32.4,31.55,6394,1566,130,39,393,252,191,415,146,4828,2854.0,916.0,989.0,613.0,161.0,175.0,4526.0,1149.0,826.0,960.0,1591.0,6243.0,4287.0,1563.0,3050,2874,176,830,2044,2874,1073,555,518,134,384,1801,1243,558,592,292,143,126,146,190,46,56,91,188,234,271,223,94,97,85,37166,37598,24548,37166,37598,34975,37535,33126,22992,24120,23847,53000,62159,1971.0,76,382,109,109,751,226,230,82,22,1063,780,852,297000,5545,992,27,7,0,12,8,148,107,30,0,11,182,82,37,0,63,0,635,635,0,607,28,0,37.8,36.51639316
City Park West,5234.0,705.0,3506.0,712.0,6.0,79.0,0.0,50.0,176.0,14.78086213,64.42718777,14.10382181,0.17103763,1.23402666,0.0,1.42531357,3.85775043,2674.0,2560.0,167.0,213.0,84.0,39.0,380.0,125.0,1386.0,1497.0,586.0,383.0,552.0,216.0,109.0,503.0,676.0,11.28474816,12.07376571,33.05,32.1,34.05,5099,846,0,96,109,72,69,278,222,4253,2959.0,855.0,1131.0,687.0,183.0,103.0,4370.0,436.0,540.0,714.0,2680.0,5067.0,4642.0,252.0,3027,2769,258,768,2001,2769,723,494,229,27,202,2046,1525,521,456,191,133,140,69,119,49,90,151,246,201,252,141,149,148,234,53734,96726,42963,53734,96726,44342,43321,44946,25662,19184,30582,47131,65156,977.0,73,11,237,138,169,281,365,134,190,1429,874,927,453350,4934,300,56,0,16,0,40,65,9,27,1,28,24,24,0,0,0,0,155,146,0,131,15,9,17.95,10.17713056
Whittier,5705.0,1172.0,3004.0,1367.0,43.0,44.0,0.0,0.0,75.0,20.543383,52.65556529,23.96143734,0.7537248,0.77125329,0.0,0.0,1.31463628,2401.0,3304.0,299.0,397.0,313.0,160.0,696.0,647.0,941.0,1374.0,1062.0,304.0,414.0,141.0,126.0,1169.0,556.0,20.49079755,9.74583699,33.1,34.4,32.3,5555,1336,98,73,262,251,351,101,200,4219,3173.0,759.0,1394.0,739.0,206.0,75.0,4201.0,398.0,666.0,858.0,2279.0,5406.0,4756.0,628.0,2327,2292,35,1277,1015,2292,1121,681,440,17,423,1171,661,510,149,109,12,11,48,47,138,118,90,66,219,333,214,157,355,226,84200,89688,42461,84200,89688,49438,56917,47193,None,35474,38544,62464,69167,0.0,0,20,104,39,12,115,263,206,64,1504,854,1025,456100,5584,121,17,0,17,0,0,19,19,0,0,0,0,0,0,0,0,0,85,85,0,85,0,0,12.1,7.85013381
Skyland,3405.0,209.0,1791.0,1248.0,0.0,0.0,0.0,0.0,157.0,6.13803231,52.59911894,36.65198238,0.0,0.0,0.0,0.0,4.61086637,1765.0,1640.0,392.0,25.0,83.0,90.0,417.0,187.0,576.0,860.0,341.0,289.0,359.0,153.0,223.0,590.0,544.0,17.32745962,15.97650514,36.1,34.5,36.8,3127,475,103,13,12,97,90,99,61,2652,1710.0,386.0,726.0,444.0,110.0,44.0,2556.0,213.0,340.0,635.0,1368.0,3013.0,2806.0,172.0,1513,1454,59,1027,427,1454,894,502,392,160,232,560,450,110,146,35,92,32,41,50,66,44,30,107,159,126,124,100,184,118,64539,92969,40459,64539,92969,49964,56419,43942,20571,36250,31140,78750,52750,1948.0,0,63,21,24,23,93,65,407,259,558,1022,1222,406500,3312,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,8,74,11,0,14.6,11.96868009
Cole,4596.0,2173.0,1633.0,682.0,4.0,12.0,0.0,1.0,91.0,47.28024369,35.53089643,14.83899043,0.0870322,0.26109661,0.0,0.02175805,1.97998259,2406.0,2190.0,307.0,312.0,334.0,170.0,619.0,581.0,818.0,1170.0,590.0,337.0,318.0,109.0,54.0,1123.0,368.0,24.43429069,8.00696258,32.1,32.5,31.8,4422,1068,54,77,274,239,261,140,23,3354,2298.0,694.0,780.0,547.0,209.0,68.0,3290.0,798.0,603.0,729.0,1160.0,4289.0,2630.0,1608.0,1881,1744,137,909,835,1744,868,461,407,191,216,876,479,397,164,110,142,61,204,39,76,63,6,82,166,176,185,80,78,112,52188,40938,30336,52188,40938,36288,36857,35237,24053,24554,30500,52192,63333,0.0,0,7,85,43,105,42,85,135,30,1349,836,963,328300,3619,977,28,0,20,0,8,15,5,1,0,9,0,0,0,0,0,4,930,930,0,897,33,0,23.5,20.62211982
Marston,11749.0,2213.0,8284.0,15.0,12.0,885.0,0.0,0.0,340.0,19.0318254,69.83644193,0.14199167,0.09277872,8.07222753,0.0,0.0,2.82473475,5622.0,6127.0,799.0,588.0,327.0,225.0,1387.0,688.0,1761.0,2021.0,1479.0,1547.0,1807.0,825.0,234.0,1939.0,2530.0,16.53698031,21.86086213,40.35,36.05,44.5,11225,2083,118,171,428,246,288,552,280,9142,6761.0,1087.0,2604.0,1628.0,942.0,500.0,9189.0,432.0,1432.0,3472.0,3853.0,10950.0,9140.0,794.0,5831,5648,183,3569,2079,5648,2797,2088,709,251,458,2851,2224,627,217,67,66,270,223,279,137,202,178,707,940,994,613,229,297,229,68490,78782,38984,68490,78782,44238,46687,40423,34098,30704,37183,52982,58230,1989.5,24,118,965,1702,1915,1004,43,36,0,24,1211,1336,302850,10661,1088,303,51,22,35,195,539,250,45,244,0,16,0,0,0,0,0,230,212,0,103,109,18,6.35,3.66509751
Washington Virginia Vale,14837.0,2626.0,8514.0,2324.0,51.0,747.0,0.0,77.0,498.0,15.45921666,62.9059891,12.48832727,0.36226349,4.56684439,0.0,0.66111135,3.55624774,7770.0,7067.0,1071.0,769.0,533.0,326.0,1840.0,1053.0,2939.0,2963.0,1890.0,1513.0,1116.0,801.0,722.0,2699.0,2407.0,16.02156268,17.12667613,36.33333333,34.76666667,37.63333333,14195,3096,259,169,649,429,318,953,319,11099,7592.0,1680.0,3138.0,1898.0,430.0,446.0,11000.0,789.0,1592.0,3627.0,4992.0,13766.0,10687.0,1045.0,7269,6904,365,2565,4339,6904,3122,2055,1067,348,719,3782,2825,957,418,267,281,459,354,385,626,470,311,409,740,755,479,352,388,210,52475,65997,35131,52475,65997,37508,40860,33623,16156,25651,34999,40564,58917,1969.0,6,22,248,627,771,2759,1725,1003,73,35,1107,1201,310400,12207,2630,390,63,47,33,247,810,127,355,156,172,852,237,45,29,61,22,556,539,16,393,130,17,13.46666667,8.99952416
Barnum,6654.0,4734.0,1654.0,37.0,229.0,0.0,0.0,0.0,0.0,71.14517583,24.85722873,0.55605651,3.44153892,0.0,0.0,0.0,0.0,3302.0,3352.0,486.0,507.0,636.0,367.0,993.0,1268.0,971.0,1170.0,596.0,887.0,371.0,254.0,144.0,1996.0,830.0,29.99699429,12.47370003,30.8,31.5,29.8,6426,1719,91,60,371,488,445,250,14,4707,2898.0,354.0,1116.0,872.0,236.0,320.0,3963.0,1295.0,1308.0,872.0,488.0,6168.0,2830.0,3263.0,2084,1977,107,998,979,1977,1433,860,573,87,486,544,402,142,156,183,75,113,188,114,124,40,119,254,201,213,147,40,10,0,43594,40664,15586,43594,40664,26751,30388,23750,25969,24154,31837,27847,None,1953.0,0,0,54,13,65,147,168,810,364,463,990,1160,183100,5023,1631,14,0,14,0,0,15,0,0,0,15,0,0,0,0,0,5,1597,1577,0,1526,51,20,25.2,25.05233775
Barnum West,6276.0,4743.0,1176.0,182.0,36.0,63.0,0.0,28.0,48.0,75.57361377,18.73804971,2.89993627,0.57361377,1.00382409,0.0,0.44614404,0.76481836,3348.0,2928.0,434.0,329.0,360.0,504.0,763.0,946.0,999.0,1045.0,899.0,599.0,639.0,244.0,142.0,1627.0,698.0,25.92415551,11.12173359,33.9,30.7,36.6,5979,1292,105,49,258,290,387,174,29,4687,2971.0,299.0,1272.0,1160.0,151.0,89.0,4001.0,1357.0,1229.0,711.0,704.0,5842.0,2437.0,3313.0,1942,1897,45,1206,691,1897,1272,799,473,111,362,625,368,257,34,112,129,143,145,36,186,40,18,229,252,228,98,148,85,14,56042,57500,22125,56042,57500,34926,35735,31289,26540,35789,29211,52969,89722,1954.0,0,0,2,101,29,93,76,1138,348,155,1071,1129,221700,4443,1833,16,12,4,0,0,63,0,0,63,0,15,15,0,0,0,0,1739,1739,0,1718,21,0,16.9,16.43081761
Speer,11715.0,1251.0,9520.0,225.0,12.0,446.0,0.0,6.0,255.0,10.64068512,81.51587216,1.92070632,0.09387468,3.55662508,0.0,0.07317966,2.19905698,5820.0,5895.0,414.0,187.0,189.0,174.0,601.0,440.0,3042.0,3427.0,1489.0,1083.0,909.0,443.0,281.0,964.0,1378.0,8.29860491,11.88040525,33.63333333,34.9,32.93333333,11497,1504,165,33,116,176,193,397,424,9993,7787.0,1810.0,3366.0,1724.0,627.0,260.0,10042.0,234.0,697.0,1894.0,7217.0,11301.0,10110.0,463.0,8316,7427,889,2214,5213,7427,1556,1180,376,173,203,5871,4716,1155,362,219,307,147,354,239,466,550,296,696,840,1030,581,361,471,508,61077,111963,54249,61077,111963,55622,56433,54691,31141,44498,43937,55548,66371,1960.0,325,237,127,395,505,1208,1858,832,290,2539,1140,1173,406433,10780,935,164,18,81,17,48,378,41,135,154,48,100,0,19,81,0,0,293,239,65,107,67,54,8.7,2.19028063
Cherry Creek,6989.0,455.0,5905.0,137.0,0.0,293.0,0.0,37.0,162.0,6.51023036,84.48991272,1.96022321,0.0,4.19230219,0.0,0.52940335,2.31792817,3313.0,3676.0,189.0,161.0,168.0,67.0,350.0,247.0,667.0,1314.0,803.0,1067.0,1284.0,771.0,486.0,585.0,2509.0,8.37029618,35.89927028,51.1,48.3,52.9,6826,730,30,36,127,176,79,208,74,6096,3054.0,580.0,1309.0,826.0,219.0,120.0,6056.0,240.0,482.0,995.0,4339.0,6800.0,6071.0,181.0,4712,4190,522,2166,2024,4190,1692,1380,312,89,223,2498,2070,428,245,127,110,148,99,79,72,182,76,230,323,274,437,224,490,1074,107574,186538,98997,107574,186538,75809,93987,69387,None,None,60281,95746,90972,1992.0,219,91,971,1265,722,617,244,191,75,317,1471,1541,811500,5975,1014,476,226,74,0,176,276,60,128,58,30,15,15,0,0,0,17,230,196,73,19,104,34,5.5,0.0
Country Club,2954.0,82.0,2740.0,11.0,40.0,21.0,0.0,0.0,60.0,2.77589709,92.75558565,0.37237644,1.35409614,0.71090047,0.0,0.0,2.03114421,1484.0,1470.0,202.0,108.0,174.0,132.0,310.0,349.0,266.0,360.0,432.0,383.0,527.0,280.0,47.0,616.0,827.0,20.85308057,27.99593771,45.1,43.3,46.0,2834,617,57,7,101,166,156,58,72,2217,1378.0,523.0,531.0,238.0,68.0,18.0,2220.0,9.0,36.0,253.0,1922.0,2752.0,2506.0,136.0,1393,1296,97,990,306,1296,817,704,113,51,62,479,392,87,36,0,9,37,0,38,18,0,25,25,97,89,107,112,89,614,177813,234766,119648,177813,234766,79722,148056,60556,None,None,63994,78551,116500,0.0,0,0,35,27,11,39,8,61,70,1142,1650,1744,1044100,2790,164,59,17,15,0,27,46,30,8,0,8,11,11,0,0,0,0,48,9,0,9,0,39,2.0,0.0
Congress Park,11801.0,1260.0,9603.0,426.0,18.0,243.0,0.0,0.0,251.0,10.86994204,81.25191576,3.25770148,0.17709563,2.30444339,0.0,0.0,2.13890169,6103.0,5698.0,607.0,319.0,210.0,265.0,926.0,541.0,2796.0,3296.0,1360.0,1377.0,916.0,416.0,173.0,1401.0,1353.0,12.48671495,11.79570751,34.3,34.83333333,33.9,11367,1938,190,45,254,174,287,552,436,9429,7508.0,1841.0,3486.0,1603.0,382.0,196.0,9598.0,184.0,779.0,1612.0,7023.0,11194.0,10331.0,520.0,6310,5877,433,2527,3350,5877,2090,1733,357,142,215,3787,2738,1049,374,222,70,269,181,112,276,285,191,831,433,500,477,336,525,795,83970,132541,56651,83970,132541,52382,60687,46862,None,29541,37037,54553,76792,649.0,51,70,198,200,221,441,913,429,387,3400,1234,1283,533167,11163,638,78,23,10,0,45,206,142,48,16,0,49,0,0,39,10,26,279,192,0,129,63,87,9.46666667,2.53505096
City Park,3532.0,387.0,2675.0,349.0,0.0,80.0,0.0,0.0,41.0,10.95696489,75.73612684,9.8810872,0.0,2.26500566,0.0,0.0,1.1608154,1606.0,1926.0,173.0,83.0,82.0,44.0,256.0,141.0,823.0,1068.0,343.0,192.0,350.0,250.0,109.0,382.0,717.0,10.81540204,20.30011325,34.5,35.3,34.1,3435,648,61,7,76,82,44,217,161,2787,2112.0,485.0,928.0,449.0,134.0,116.0,3035.0,88.0,163.0,791.0,1993.0,3359.0,2991.0,289.0,2041,1890,151,700,1190,1890,527,414,113,26,87,1363,970,393,120,128,38,102,125,63,86,45,113,62,135,195,205,175,94,204,67946,121719,54052,67946,121719,45597,49917,41455,None,40344,33510,46111,73654,1965.0,62,5,621,126,55,73,158,130,54,757,970,1033,454600,3270,262,20,0,0,0,20,22,7,8,7,0,34,0,0,0,34,16,170,153,76,56,21,17,12.0,1.89753321
Capitol Hill,16100.0,1549.0,12594.0,612.0,96.0,752.0,0.0,3.0,494.0,9.54043238,78.1130232,3.99957799,0.61386797,4.60755276,0.0,0.01594642,3.10959928,8689.0,7411.0,145.0,102.0,114.0,140.0,247.0,375.0,6204.0,4478.0,1548.0,1676.0,1270.0,195.0,107.0,501.0,1156.0,3.06438089,6.91974458,31.5,33.13333333,30.1,16018,2401,26,47,59,66,216,1011,976,13617,11181.0,2760.0,5114.0,2434.0,422.0,451.0,14152.0,255.0,1687.0,3148.0,9062.0,15955.0,14424.0,825.0,11864,11243,621,2285,8958,11243,1515,1184,331,221,110,9728,7693,2035,1143,404,674,660,642,678,351,663,524,1013,980,1654,603,412,559,283,49881,93124,45685,49881,93124,43870,47439,39447,16250,30508,33900,45905,60478,1954.33333333,159,49,405,401,639,1505,2069,1560,811,4266,1036,1070,249400,14909,1191,280,42,119,0,119,473,197,107,157,12,44,11,0,20,0,0,394,376,111,162,103,18,14.6,4.65697674
North Capitol Hill,6360.0,712.0,4887.0,446.0,32.0,145.0,0.0,0.0,138.0,11.03891558,77.16827983,6.84930301,0.47846823,2.21633869,0.0,0.0,2.24869466,3401.0,2959.0,60.0,10.0,7.0,24.0,70.0,52.0,2317.0,1696.0,598.0,708.0,647.0,190.0,82.0,101.0,611.0,1.65521522,9.57977651,32.6,33.75,30.9,6307,558,0,0,0,7,24,208,319,5749,4417.0,1131.0,1846.0,969.0,241.0,230.0,5703.0,320.0,457.0,1178.0,3748.0,6300.0,5772.0,269.0,4650,4218,432,665,3553,4218,659,564,95,59,36,3559,2606,953,477,197,209,184,108,118,125,178,100,428,430,381,420,251,367,245,65572,123522,55292,65572,123522,57175,66332,51660,None,39625,45832,54601,73337,1984.5,118,382,1093,574,281,188,128,175,136,1575,1254,1348,386800,5899,461,135,88,0,6,41,66,36,0,30,0,22,12,0,0,0,0,238,184,0,95,89,54,14.3,2.62295082
Civic Center,2202.0,179.0,1670.0,190.0,0.0,112.0,16.0,0.0,35.0,8.12897366,75.84014532,8.62851953,0.0,5.0862852,0.72661217,0.0,1.58946412,1234.0,968.0,32.0,0.0,0.0,0.0,32.0,0.0,451.0,463.0,339.0,433.0,252.0,202.0,30.0,32.0,452.0,1.45322434,20.52679382,44.3,44.3,43.8,2170,245,0,0,0,0,0,193,52,1925,1275.0,401.0,500.0,284.0,48.0,42.0,2019.0,43.0,216.0,511.0,1249.0,2170.0,1953.0,64.0,1606,1433,173,376,1057,1433,412,376,36,18,18,1021,808,213,123,123,40,19,84,0,30,51,11,58,49,116,206,81,196,246,100947,177500,87164,100947,177500,67885,91613,57917,None,None,40938,74609,107500,2002.0,192,67,724,343,69,46,41,42,12,70,1623,1650,530200,1995,207,48,10,27,11,0,103,19,33,23,28,0,0,0,0,0,0,56,37,0,0,37,19,13.4,0.0
CBD,4253.0,552.0,3134.0,187.0,27.0,138.0,0.0,14.0,201.0,12.9790736,73.68916059,4.39689631,0.63484599,3.2447684,0.0,0.3291794,4.72607571,2457.0,1796.0,0.0,19.0,22.0,0.0,19.0,375.0,1447.0,818.0,660.0,405.0,345.0,170.0,14.0,41.0,420.0,0.96402539,9.87538208,31.7,34.3,27.6,4253,1358,0,0,22,0,25,1180,131,2895,2640.0,959.0,965.0,391.0,268.0,57.0,3031.0,148.0,244.0,600.0,2039.0,4253.0,3876.0,192.0,3369,2637,732,947,1690,2637,401,314,87,39,48,2236,1786,450,393,42,150,122,43,66,33,85,142,155,222,178,96,273,325,312,65408,178750,70077,65408,178750,72992,84429,56985,None,37438,58836,80313,125518,1973.0,22,435,465,81,498,280,760,110,0,718,1412,1556,424900,3902,351,60,18,22,0,20,110,39,71,0,0,22,22,0,0,0,4,155,138,20,23,95,17,21.9,6.73316708
